14:48:08 apply running, wiring listeners
14:48:08 listeners wired
14:48:22 apply running, wiring listeners
14:48:22 listeners wired
14:48:47 apply running, wiring listeners
14:48:47 listeners wired
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: assistant/message (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:48 session/event: tool/call (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:49 session/event: tool/result (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:49 session/event: step/end (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:49 session/event: step/start (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:50 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:50 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:51 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:52 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
14:50:53 session/event: assistant/chunk (session-2ee9e22c-e02f-4244-984f-56de85a3e067)
